DATAFLOW,LAST UPDATE,freq,unit,nace_r2,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2004,6006.5,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2005,6634.2,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2006,7338.7,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2007,7921.0,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2008,8187.1,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2009,7367.6,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2010,6882.5,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2011,7092.2,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2012,7184.3,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2013,7154.9,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2014,7539.3,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2015,7950.1,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2016,8469.5,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2017,8993.7,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2018,9476.1,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2019,9823.2,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2020,10219.0,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2021,11060.4,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,DK,2022,11965.4,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,EE,2000,118.8,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,EE,2001,140.0,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,EE,2002,158.2,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,EE,2003,189.7,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,EE,2004,214.5,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,EE,2005,310.1,
ESTAT:NAMA_10_A10(1.0),02/06/23 23:00:00,A,CP_MEUR,F,D11,EE,2006,430.3,
